Combination,Q2_0A,Q2_1A,Q2_2A,Q2_3A,Q2_5A,Q2_8A,Q2_0B,Q2_1B,Q2_2B,Q2_3B,Q2_5B,Q2_8B,TR_Pro,Core_pro_design,1st_UAS,2nd_UAS,3rd_UAS,miu_Lib_0A,reads_sum_0A,miu_Lib_0B,reads_sum_0B,miu_Lib_1A,reads_sum_1A,miu_Lib_1B,reads_sum_1B,miu_Lib_2A,reads_sum_2A,miu_Lib_2B,reads_sum_2B,miu_Lib_3A,reads_sum_3A,miu_Lib_3B,reads_sum_3B,miu_Lib_5A,reads_sum_5A,miu_Lib_5B,reads_sum_5B,miu_Lib_8A,reads_sum_8A,miu_Lib_8B,reads_sum_8B,miu_Lib_0,miu_Lib_1,miu_Lib_2,miu_Lib_3,miu_Lib_5,miu_Lib_8
pENO2-TATA_OP-UAS_ECF,63,34,50,62,28,42,12,4,16,8,69,150,pENO2,TATA_OP,E,C,F,-1.1593981095915757,259,-1.1605243943154047,230,-1.1278743536455536,223,-1.100643428983807,196,-0.9737578922529372,186,-1.0779390388284016,189,-0.9785355497674196,192,-1.05268685941016,168,-1.056508484360845,190,-1.0056605894030346,148,-0.973745520693795,202,-1.1557590146514038,340,-1.15996125195349,-1.1142588913146803,-1.0258484655406694,-1.0156112045887897,-1.0310845368819397,-1.0647522676725996
pENO2-TATA_OP-UAS_EDC,138,105,257,167,497,125,57,33,240,193,347,414,pENO2,TATA_OP,E,D,C,-1.0569359926988264,769,-0.9991151817063764,715,-0.9861862113929635,1349,-1.0117298372970867,925,-0.8907960985300838,946,-0.8713748242765381,986,-0.8229130715474361,771,-0.8394139786402786,582,-0.7165704474789394,1206,-0.7334989793877419,1321,-0.7361961746948552,961,-0.689682148673865,916,-1.0280255872026014,-0.9989580243450251,-0.881085461403311,-0.8311635250938574,-0.7250347134333406,-0.7129391616843601
pENO2-TATA_OP-UAS_EDD,113,165,255,150,481,55,84,6,221,623,90,48,pENO2,TATA_OP,E,D,D,-1.1609325384841052,456,-1.0944296789856347,315,-1.0711612131475576,387,-1.0614633101886988,381,-1.1067449384620973,339,-1.1180167849233995,311,-1.1782919891669574,298,-1.1548261679288667,144,-1.1515388266906275,509,-1.1932721228345367,455,-1.1732435462518995,455,-1.1143797141328116,370,-1.12768110873487,-1.0663122616681282,-1.1123808616927484,-1.166559078547912,-1.172405474762582,-1.1438116301923555
pENO2-TATA_OP-UAS_EDF,52,160,98,87,604,223,107,15,170,366,94,248,pENO2,TATA_OP,E,D,F,-1.139261999770424,452,-1.0412687730168582,484,-1.0572214012437806,575,-1.0699668794000126,554,-1.051074677380734,462,-1.0078681031843126,441,-1.107238416457136,385,-1.0820546529852497,443,-1.1483819176704166,709,-1.0745839569546858,729,-1.1067241799325045,489,-1.0650488309002095,725,-1.0902653863936411,-1.0635941403218965,-1.0294713902825232,-1.0946465347211929,-1.1114829373125512,-1.0858865054163571
pENO2-TATA_OP-UAS_EEC,57,70,109,29,25,21,50,4,13,266,98,120,pENO2,TATA_OP,E,E,C,-1.0375732689120323,252,-1.1062371865617024,187,-0.9674953160532686,487,-1.0842844062764272,305,-0.9777098767725272,268,-0.8677683270046693,265,-0.9492433774294358,354,-0.9064720952309774,213,-0.8750798822242906,440,-0.8318264108055266,446,-0.7971571851493902,303,-0.8531702396346171,299,-1.0719052277368672,-1.025889861164848,-0.9227391018885982,-0.9278577363302065,-0.8534531465149086,-0.8251637123920037
pENO2-TATA_OP-UAS_EEF,19,39,88,196,38,17,31,11,28,33,12,108,pENO2,TATA_OP,E,E,F,-1.0252333791267378,270,-1.0920234515595943,202,-1.0400301974619015,382,-1.0604413931976957,269,-1.026109598849036,280,-1.0875273226044833,245,-0.9884498410593487,151,-1.0729763338246932,208,-1.0109808152429065,318,-1.0908641742834668,309,-1.0441643709528279,274,-1.077170969845802,247,-1.0586284153431662,-1.0502357953297987,-1.0568184607267597,-1.030713087442021,-1.0509224947631868,-1.060667670399315
pENO2-TATA_OP-UAS_EFA,28,16,87,167,10,9,63,90,234,518,37,210,pENO2,TATA_OP,E,F,A,-1.0157498082473995,208,-0.9762539074616541,181,-0.976214425633242,601,-1.0346618172282562,425,-1.0328819510813685,360,-0.989872262191327,271,-0.9062341471040393,190,-1.024547080556945,255,-0.9278264490961269,414,-0.9549751208712637,393,-0.974249422897008,350,-0.8734311702297319,377,-0.9960018578545268,-1.005438121430749,-1.0113771066363477,-0.9653906138304922,-0.9414007849836953,-0.92384029656337
pENO2-TATA_OP-UAS_EFC,76,49,143,34,8,84,15,10,24,620,8,70,pENO2,TATA_OP,E,F,C,-0.9717093569572646,400,-0.9693332011456904,375,-0.8297312240381378,527,-0.9778058370150388,386,-0.879507656506918,378,-0.757383511594464,352,-0.7800246211136186,336,-0.836229306130164,198,-0.7577494838381933,344,-0.7705528678884898,319,-0.7374034023891555,334,-0.7121444318258502,447,-0.9705212790514774,-0.9037685305265883,-0.818445584050691,-0.8081269636218913,-0.7641511758633415,-0.7247739171075028
pENO2-TATA_OP-UAS_FAA,148,179,150,16,50,139,90,3,26,5,128,204,pENO2,TATA_OP,F,A,A,-1.000529810221002,795,-1.0076144973518812,620,-0.9984609177153947,1194,-0.919129886448372,1123,-0.9308016580579369,1152,-0.9261611275382072,855,-0.9094138314732748,759,-0.9152906941873015,646,-0.8350208194314895,1512,-0.8453138475346147,1228,-0.9110906460162984,1223,-0.9184360650789171,1219,-1.0040721537864417,-0.9587954020818834,-0.9284813927980721,-0.9123522628302881,-0.8401673334830522,-0.9147633555476078
pENO2-TATA_OP-UAS_FAC,170,140,572,360,179,205,149,40,82,147,263,578,pENO2,TATA_OP,F,A,C,-1.0008232390535703,1018,-0.9644876629553452,857,-0.9847168644881341,1759,-0.8740529791761494,1492,-0.7424645540484442,1434,-0.7803693145059186,1474,-0.763095768910087,1140,-0.6667416792202848,971,-0.5283129826093741,1701,-0.5921415308136299,2023,-0.5669399741818841,1592,-0.5637972712679388,1545,-0.9826554510044577,-0.9293849218321417,-0.7614169342771815,-0.714918724065186,-0.560227256711502,-0.5653686227249115
pENO2-TATA_OP-UAS_FAD,204,292,206,249,35,65,203,9,682,114,155,315,pENO2,TATA_OP,F,A,D,-1.3758581297774564,1003,-1.2821289012461805,680,-1.3143614176228653,1388,-1.309710393387666,1375,-1.315027473116647,1405,-1.2480828435970697,1314,-1.2148636163533717,1460,-1.3568367586570202,923,-1.1331088828915508,1870,-1.1677361003984719,1803,-1.1104280464844107,1290,-1.1011314609184915,2051,-1.3289935155118184,-1.3120359055052657,-1.2815551583568583,-1.285850187505196,-1.1504224916450112,-1.105779753701451
pENO2-TATA_OP-UAS_FAF,178,202,196,234,402,209,191,14,96,520,66,379,pENO2,TATA_OP,F,A,F,-0.9908676053400176,719,-0.904121701127534,506,-0.9730224847176789,1028,-0.9812501147909654,1059,-0.9342013257169574,743,-0.8573198278502465,888,-0.9025982380862596,759,-0.8778665957497331,415,-0.7765343080267837,1007,-0.8310623096471189,1263,-0.6990107588170636,632,-0.781950874789278,890,-0.9474946532337758,-0.9771362997543221,-0.8957605767836019,-0.8902324169179964,-0.8037983088369514,-0.7404808168031709
pENO2-TATA_OP-UAS_FBC,253,91,235,129,606,180,51,139,69,49,44,191,pENO2,TATA_OP,F,B,C,-0.9407635254035392,597,-0.8596835868263732,327,-0.9652062930771442,601,-1.0193687355524785,576,-0.9556188736869214,687,-0.8420436115644894,493,-0.8874676729293247,593,-0.9183684690917506,265,-0.7302508389321849,873,-0.8206763080956598,692,-0.719975256051346,541,-0.6985587788468455,631,-0.9002235561149563,-0.9922875143148113,-0.8988312426257055,-0.9029180710105377,-0.7754635735139224,-0.7092670174490958
pENO2-TATA_OP-UAS_FBD,104,95,81,345,18,115,68,5,50,529,31,14,pENO2,TATA_OP,F,B,D,-0.9939206861402761,346,-1.147571734092192,238,-1.0658158692156006,375,-1.1633595597439192,227,-1.1335183743532211,236,-1.1280286029238156,376,-1.1658078194901837,226,-1.1270393130618896,242,-1.0487888785531392,442,-1.0687128948152786,432,-0.9626526424031903,282,-1.132547442043012,466,-1.070746210116234,-1.11458771447976,-1.1307734886385183,-1.1464235662760367,-1.058750886684209,-1.047600042223101
pENO2-TATA_OP-UAS_FBF,90,55,230,114,15,163,23,3,24,61,175,64,pENO2,TATA_OP,F,B,F,-1.0657446187877273,322,-1.0150263877733376,353,-1.1424103497319487,405,-1.058870204642068,324,-1.0973123709514803,338,-0.862993991392247,194,-1.1741534647101854,226,-1.1209928509798992,199,-1.1076757957991776,370,-1.0840816036034315,391,-1.156787105455514,425,-1.1619867955906003,323,-1.0403855032805325,-1.1006402771870083,-0.9801531811718636,-1.1475731578450423,-1.0958786997013046,-1.1593869505230572
pENO2-TATA_OP-UAS_FCD,86,111,153,127,21,556,72,32,139,5,143,175,pENO2,TATA_OP,F,C,D,-0.9967815599000189,539,-1.0043202716150197,574,-1.134009390874232,659,-1.0527989339128478,584,-1.0404945134578092,495,-1.139402744489652,506,-1.0154178697280285,349,-1.209377464712655,303,-1.1051120076878262,893,-1.0713685206884507,667,-1.07878738571139,522,-0.9578307009141458,688,-1.0005509157575192,-1.09340416239354,-1.0899486289737306,-1.1123976672203417,-1.0882402641881384,-1.018309043312768
pENO2-TATA_OP-UAS_FCF,81,229,237,123,50,78,142,55,447,265,47,383,pENO2,TATA_OP,F,C,F,-1.0445652007727941,633,-1.0732457758526395,655,-1.0242749350889913,1085,-1.0833729100418363,989,-1.057848462383322,865,-1.1503935991265204,973,-1.010887976749845,934,-1.0643128840348572,740,-1.0706335798112745,1248,-1.0807443471657971,986,-1.1185103506028795,1061,-1.1895408490679422,1122,-1.0589054883127167,-1.0538239225654138,-1.1041210307549212,-1.0376004303923512,-1.0756889634885358,-1.154025599835411
pENO2-TATA_OP-UAS_FDC,94,69,499,31,51,140,120,24,188,665,389,160,pENO2,TATA_OP,F,D,C,-0.9705244065159304,512,-0.9598461096882411,612,-0.8371557711960804,765,-0.8949031715475543,1007,-0.7518437435082601,1279,-0.8421366756438131,946,-0.7233653256361037,728,-0.7570785768699356,758,-0.6330954440749977,1328,-0.6689727709527213,868,-0.6201501023893513,1159,-0.6620379347946401,841,-0.9651852581020858,-0.8660294713718173,-0.7969902095760366,-0.7402219512530197,-0.6510341075138595,-0.6410940185919958
pENO2-TATA_OP-UAS_FEC,23,48,71,19,12,53,32,23,6,6,46,22,pENO2,TATA_OP,F,E,C,-1.074204565819708,190,-0.8167919161520945,127,-0.8973130561669467,189,-1.0208692908652288,218,-0.8035790643446514,225,-0.7483965147936767,174,-0.6724436892927503,153,-0.7110381391822838,116,-0.7662361300704472,238,-0.7596218873092861,290,-0.6974155481274864,170,-0.7153878245512652,249,-0.9454982409859012,-0.9590911735160877,-0.775987789569164,-0.691740914237517,-0.7629290086898667,-0.7064016863393758
pENO2-OP_TATA_OP-UAS_AAC,91,124,391,170,107,82,233,570,445,40,102,127,pENO2,OP_TATA_OP,A,A,C,-1.3504453520843944,953,-1.3538966469117026,894,-1.31410762034341,1110,-1.300738363380141,1206,-1.2681625617397518,1224,-1.3491221460856853,1145,-1.3582383363418298,1004,-1.3299440476376372,983,-1.2476536967357,1154,-1.4032705022992196,1435,-1.2119019327024652,1502,-1.3414937441674024,1551,-1.3521709994980484,-1.3074229918617757,-1.3086423539127185,-1.3440911919897336,-1.3254620995174597,-1.276697838434934
pENO2-OP_TATA_OP-UAS_AAF,63,13,25,25,5,41,19,5,36,3,5,56,pENO2,OP_TATA_OP,A,A,F,-1.0849071104963515,387,-0.9816915353072839,283,-1.0347115942279914,453,-0.9830260930275604,527,-1.038324885957224,559,-1.0672187167009637,459,-0.9902609320057298,525,-1.2086418699980794,249,-1.0250353820508964,612,-1.0351314156892637,742,-1.0862485186005304,394,-1.0978873437275607,785,-1.0332993229018177,-1.008868843627776,-1.0527718013290939,-1.0994514010019047,-1.03008339887008,-1.0920679311640455
pENO2-OP_TATA_OP-UAS_ABC,598,321,1056,889,240,420,475,168,695,558,367,1007,pENO2,OP_TATA_OP,A,B,C,-1.2918154301184388,2247,-1.3272595424447022,1668,-1.3058860045325207,2778,-1.3127552926727284,2618,-1.331327298398588,2963,-1.321872959471477,2028,-1.2904307623785496,2371,-1.2840035459001136,2268,-1.2342468644505162,2921,-1.2690235366942315,3120,-1.2599875230070814,3038,-1.2356805502062571,3344,-1.3095374862815705,-1.3093206486026245,-1.3266001289350324,-1.2872171541393316,-1.2516352005723739,-1.2478340366066694
pENO2-OP_TATA_OP-UAS_ABE,19,15,71,76,10,20,1,189,180,54,22,13,pENO2,OP_TATA_OP,A,B,E,-1.038999703044474,242,-0.9785699564753262,217,-1.0126984840578412,278,-1.0430397372482785,530,-1.1216813615968781,453,-1.0901125209063578,262,-1.0395593637270548,372,-1.1224450211934465,275,-1.1883501366017981,419,-1.115795617709999,369,-1.1839073690147397,350,-1.1742948872198191,401,-1.0087848297599,-1.02786911065306,-1.105896941251618,-1.0810021924602506,-1.1520728771558986,-1.1791011281172794
pENO2-OP_TATA_OP-UAS_ABF,24,35,177,179,297,16,67,1,24,27,2,73,pENO2,OP_TATA_OP,A,B,F,-1.1072695309769633,229,-0.8712321911358438,169,-1.2196638941390745,235,-1.110136985509659,186,-1.1602923532679026,194,-1.1050936810852496,194,-1.158742912981019,183,-1.036977587365744,149,-1.0058959830169085,275,-1.179452457407252,214,-1.0858910785016385,248,-1.229771219227952,225,-0.9892508610564036,-1.1649004398243668,-1.1326930171765761,-1.0978602501733814,-1.0926742202120803,-1.1578311488647952
pENO2-OP_TATA_OP-UAS_ACC,32,108,196,54,295,33,3,4,56,15,47,97,pENO2,OP_TATA_OP,A,C,C,-0.9949748430464538,269,-0.8357720736562436,169,-0.9874127543174649,364,-1.0161617759016282,264,-1.1322858169011196,429,-0.5944955866789872,188,-1.2292813552895896,232,-1.0190285447380394,309,-1.0256994931388383,384,-0.9768047321700828,330,-1.008638110211257,444,-1.1772726290236744,356,-0.9153734583513486,-1.0017872651095465,-0.8633907017900534,-1.1241549500138146,-1.0012521126544605,-1.0929553696174656
pENO2-OP_TATA_OP-UAS_ADA,24,13,19,1,1,1,29,0,9,0,1,4,pENO2,OP_TATA_OP,A,D,A,-1.2047956636813737,149,-0.9172461834037783,188,-1.1804770358957646,200,-0.9439696958066915,168,-1.3128669426604016,191,-1.2485108431770267,135,-1.1993937211802992,130,-1.2073882727688616,171,-1.1387363221759008,253,-1.1915636384953459,261,-1.2547234621045087,285,-1.223715839296975,282,-1.061020923542576,-1.0622233658512281,-1.2806888929187141,-1.2033909969745804,-1.1651499803356233,-1.2392196507007418
pENO2-OP_TATA_OP-UAS_ADC,897,589,1436,1098,513,773,553,544,874,177,587,1096,pENO2,OP_TATA_OP,A,D,C,-0.08036944169155871,41518,-0.0935775369772194,43284,-0.0708484365455273,47409,-0.10107478448552565,45769,-0.10098651715539186,28539,-0.08200648981362799,33402,-0.1044377516455316,32972,-0.08641207695332717,36749,-0.1921588695237515,24747,-0.18263304811159836,29219,-0.1529646875990216,22367,-0.1535230951258335,29645,-0.08697348933438906,-0.08596161051552648,-0.09149650348450993,-0.09542491429942938,-0.18739595881767493,-0.15324389136242755
pENO2-OP_TATA_OP-UAS_ADF,17,44,75,30,1,27,6,60,129,4,8,59,pENO2,OP_TATA_OP,A,D,F,-0.6321850574856394,429,-0.6751678426356928,313,-0.6920345145092597,294,-0.4862124451587689,237,-1.010657156165288,252,-0.7385946267730028,206,-0.7414915335528813,195,-0.7767330275843279,192,-1.023262906705545,223,-1.0338473235515644,201,-0.9404673602363296,184,-0.8664202389635035,165,-0.6536764500606661,-0.5891234798340143,-0.8746258914691454,-0.7591122805686046,-1.0285551151285546,-0.9034437995999165
pENO2-OP_TATA_OP-UAS_AFC,133,190,206,195,331,177,222,25,271,17,223,286,pENO2,OP_TATA_OP,A,F,C,-0.9686143008998854,915,-0.9470572090621893,799,-1.0660688638804583,1455,-1.0315745039573934,1228,-1.0634921786524616,1274,-1.0264838754436076,842,-1.020607595475072,891,-1.052363272775691,861,-1.1079875766667042,1195,-1.0874433752373864,1051,-1.1017751177305866,1035,-1.117205565287228,1052,-0.9578357549810373,-1.0488216839189257,-1.0449880270480345,-1.0364854341253815,-1.0977154759520453,-1.1094903415089072
pENO2-OP_TATA_OP-UAS_AFD,170,111,341,368,32,33,137,12,214,5,134,139,pENO2,OP_TATA_OP,A,F,D,-1.07981283836266,492,-0.9779973088616115,215,-1.076082363724244,532,-0.973387033409218,367,-1.066129396635579,302,-0.9737326457468755,329,-1.0645585659378365,444,-1.0821287339784675,284,-1.0919710085999572,532,-1.0367028244468806,512,-1.1700085950260732,492,-1.0569966233382493,738,-1.0289050736121357,-1.024734698566731,-1.0199310211912271,-1.0733436499581521,-1.0643369165234189,-1.1135026091821612
pENO2-OP_TATA_OP-UAS_BAC,78,102,29,63,51,15,56,88,92,14,162,45,pENO2,OP_TATA_OP,B,A,C,-0.9473901628954705,439,-0.8346572120331455,382,-1.0250569194315142,429,-0.8706558731043101,377,-1.0230436843228743,295,-0.786735322930754,289,-1.0345239126411587,539,-0.8895825473718337,351,-1.01251130827237,511,-1.0239727338243898,382,-1.1885301727835582,366,-1.0413232799307348,383,-0.891023687464308,-0.9478563962679122,-0.9048895036268141,-0.9620532300064962,-1.0182420210483798,-1.1149267263571465
pENO2-OP_TATA_OP-UAS_BAF,213,202,308,76,69,30,305,15,549,269,364,269,pENO2,OP_TATA_OP,B,A,F,-1.062896807275011,1487,-1.0300002243725206,995,-1.036882437500102,1706,-0.9822209162711159,1998,-1.1224832272498722,1508,-1.128246676282135,1558,-1.1224873675546563,1885,-1.0729253856476442,1365,-1.108660958620511,2351,-1.1387746110555577,2275,-1.1941806366997638,2139,-1.1350479932302822,2067,-1.0464485158237657,-1.009551676885609,-1.1253649517660036,-1.0977063766011503,-1.1237177848380342,-1.164614314965023
pENO2-OP_TATA_OP-UAS_BBC,203,416,371,811,599,440,63,93,396,182,84,200,pENO2,OP_TATA_OP,B,B,C,-0.8819003490339006,1211,-0.8906339464937705,1271,-0.9970910745318182,1736,-0.9871399797537592,1612,-0.9719586643366067,1519,-1.1082589613388176,1475,-1.0083791021344837,1495,-1.150433438606879,1413,-1.0766283397654566,2437,-1.118819537784806,1774,-1.041862889969361,2015,-1.096217741977157,1893,-0.8862671477638355,-0.9921155271427887,-1.0401088128377123,-1.0794062703706815,-1.0977239387751312,-1.0690403159732589
pENO2-OP_TATA_OP-UAS_BBD,1344,1182,2632,1660,642,753,1920,490,1762,1816,1050,602,pENO2,OP_TATA_OP,B,B,D,-0.24224629552230134,41846,-0.2330344276742788,45232,-0.2284713961855503,39447,-0.22542335214634493,46577,-0.21314595060019403,38310,-0.22401289816548112,33884,-0.24890635990859303,31079,-0.2622273077561966,34848,-0.2600596345353196,27809,-0.26581708848713226,28210,-0.25932977219713743,21224,-0.2867756434453076,22610,-0.23764036159829005,-0.22694737416594762,-0.21857942438283756,-0.2555668338323948,-0.26293836151122596,-0.2730527078212225
pENO2-OP_TATA_OP-UAS_BBE,8,66,12,89,2,0,17,5,55,6,9,86,pENO2,OP_TATA_OP,B,B,E,-1.0458760981748076,187,-0.8486481182016219,172,-1.0967800583882044,179,-1.0324127810228336,260,-0.9968915325496237,171,-1.0489672103199577,213,-0.9364102886938823,150,-1.1501800812611092,193,-1.0467185459401924,245,-0.8965370119449777,163,-1.338183820178833,297,-1.1799467566104758,205,-0.9472621081882148,-1.064596419705519,-1.0229293714347907,-1.0432951849774956,-0.9716277789425851,-1.2590652883946545
pENO2-OP_TATA_OP-UAS_BBF,59,42,77,5,16,105,29,5,12,6,3,17,pENO2,OP_TATA_OP,B,B,F,-0.8648751103512045,203,-0.8292948827970967,294,-0.8589986635391202,148,-1.131826184675711,262,-0.9374652393090724,251,-1.1602580146300567,188,-0.8876995765420885,225,-0.9376331558732629,276,-1.0957170535099592,384,-0.9202206723883171,222,-1.2230261839727714,228,-1.2409180235477701,242,-0.8470849965741506,-0.9954124241074156,-1.0488616269695645,-0.9126663662076757,-1.0079688629491381,-1.2319721037602709
pENO2-OP_TATA_OP-UAS_BCD,59,125,78,329,81,20,9,7,262,6,116,124,pENO2,OP_TATA_OP,B,C,D,-0.9885605543628923,305,-1.0012459605652826,371,-1.1268773394770084,427,-1.186115794414505,267,-1.1812997766532551,496,-0.9648450337904378,365,-1.3069179644147844,234,-1.2219403857731121,343,-1.2097912863696179,517,-1.2030638026892793,498,-1.174055036965057,403,-1.0316721304162182,450,-0.9949032574640875,-1.1564965669457568,-1.0730724052218465,-1.2644291750939483,-1.2064275445294486,-1.1028635836906377
pENO2-OP_TATA_OP-UAS_BDC,179,204,416,238,186,56,165,11,425,493,142,126,pENO2,OP_TATA_OP,B,D,C,-1.0189302441003298,955,-0.9488636937581221,852,-1.1604659487234839,885,-1.0342249560991594,1182,-1.0157196040995495,1103,-1.065022405467976,1012,-1.0089328500821955,839,-1.1005442898031792,909,-1.0762821254840675,1373,-1.1390914454861247,1222,-1.1580396846956487,1228,-1.0907276832737682,1129,-0.983896968929226,-1.0973454524113215,-1.0403710047837627,-1.0547385699426872,-1.1076867854850962,-1.1243836839847083
pENO2-OP_TATA_OP-UAS_BDD,114,54,46,7,53,43,45,1,83,0,6,6,pENO2,OP_TATA_OP,B,D,D,-1.0162153384115777,251,-0.8911484259484697,255,-1.0868617779577465,342,-0.9397602468369889,442,-1.011221655304802,324,-1.2303496359084751,233,-1.0361705195320865,287,-1.0516157146239042,211,-1.0674894697201422,234,-1.112869022305611,340,-1.0976845529485741,514,-1.2171878796298237,236,-0.9536818821800237,-1.0133110123973676,-1.1207856456066385,-1.0438931170779955,-1.0901792460128767,-1.157436216289199
pENO2-OP_TATA_OP-UAS_BEC,98,216,192,359,95,52,31,198,373,268,154,412,pENO2,OP_TATA_OP,B,E,C,-0.9894528150338817,524,-1.0269722419116445,542,-1.051591341402462,770,-1.1164070090431688,664,-1.0660371682870138,547,-1.1666139597070124,392,-1.2250988201118447,476,-1.2331853691307229,459,-1.1873412803888796,760,-1.133062410624745,545,-1.143997741871654,725,-1.1377879309554233,643,-1.0082125284727632,-1.0839991752228153,-1.116325563997013,-1.2291420946212837,-1.1602018455068124,-1.1408928364135387
pENO2-OP_TATA_OP-UAS_BEF,17,45,50,20,7,19,56,66,23,49,191,50,pENO2,OP_TATA_OP,B,E,F,-0.5686406001440436,345,-0.37756549966826075,452,-0.5087977508952576,343,-0.479134395043592,391,-0.5487447099097624,276,-0.9179076079124121,404,-0.6680786744102147,290,-0.5817857526196111,292,-0.641900968587844,284,-0.7319237571861336,325,-0.8307897739437122,236,-0.756480698984213,277,-0.47310304990615215,-0.4939660729694248,-0.7333261589110873,-0.6249322135149129,-0.6869123628869888,-0.7936352364639626
pENO2-OP_TATA_OP-UAS_BFC,654,743,815,1680,773,859,476,578,1349,1322,799,1037,pENO2,OP_TATA_OP,B,F,C,-1.4033241979139455,3480,-1.4372014911459607,3128,-1.4071967250943977,4634,-1.444294204626312,4555,-1.4548291527649233,4338,-1.4351467674679659,4387,-1.407283787936564,4346,-1.427588470106917,4876,-1.3709267574137503,5387,-1.4188377486587584,4744,-1.3000314607259236,6097,-1.3807330696523905,6124,-1.4202628445299532,-1.425745464860355,-1.4449879601164446,-1.4174361290217405,-1.3948822530362543,-1.340382265189157
pENO2-OP_TATA_OP-UAS_CAC,106,141,234,541,124,308,14,2,7,121,120,52,pENO2,OP_TATA_OP,C,A,C,-0.9406544607966654,385,-0.8527300391221063,284,-1.1179069808711293,297,-1.113938214885164,402,-1.0543181425424297,370,-1.0675545832397417,368,-1.0085460596960698,262,-1.106440200456083,344,-1.0331459993328163,331,-1.04922271340314,420,-1.1563589505611451,514,-1.0630863644213253,432,-0.8966922499593859,-1.1159225978781466,-1.0609363628910857,-1.0574931300760764,-1.0411843563679781,-1.1097226574912353
pENO2-OP_TATA_OP-UAS_CAF,56,122,100,127,16,168,59,4,314,94,43,99,pENO2,OP_TATA_OP,C,A,F,-0.9359364403534445,130,-0.9988769207013445,200,-0.930823624456136,305,-1.1297657613504104,338,-1.3396860579772354,144,-1.2928002435491406,198,-1.1635491766954618,249,-1.2087502679584032,163,-1.068996573428529,247,-0.9991807799307234,306,-1.092251540069886,257,-1.1826773070375465,320,-0.9674066805273944,-1.0302946929032732,-1.316243150763188,-1.1861497223269324,-1.0340886766796262,-1.1374644235537161
pENO2-OP_TATA_OP-UAS_CBC,89,192,139,129,29,107,42,19,310,200,90,275,pENO2,OP_TATA_OP,C,B,C,-0.9714163262917307,474,-0.8843567378993241,442,-1.0578555946957149,643,-0.9542373489968,581,-1.029669887142251,359,-1.0122631546164682,424,-1.0378787037936936,364,-1.0367872406624101,407,-0.9880577021367775,456,-1.102809839398477,644,-1.0461178799780015,563,-0.8870700887738658,583,-0.9278865320955274,-1.0060464718462574,-1.0209665208793597,-1.037332972228052,-1.0454337707676273,-0.9665939843759337
pENO2-OP_TATA_OP-UAS_CBD,127,247,333,383,229,117,115,7,435,201,196,30,pENO2,OP_TATA_OP,C,B,D,-1.0782266668568665,677,-1.0103581747604946,510,-1.0094161671822794,604,-1.0639835698669304,803,-1.1347566383028451,760,-1.2547632761313419,723,-1.1413224294367175,554,-1.1493116057234254,480,-1.1404053671920258,896,-1.2161545343878635,790,-1.1505692578567228,930,-1.1409522178648959,825,-1.0442924208086806,-1.036699868524605,-1.1947599572170935,-1.1453170175800715,-1.1782799507899446,-1.1457607378608095
pENO2-OP_TATA_OP-UAS_CBE,336,394,841,623,83,254,399,180,794,397,581,714,pENO2,OP_TATA_OP,C,B,E,-0.9740298135428533,9771,-0.9714858568525437,9046,-0.9629959107365188,13136,-0.9837023765214734,13487,-0.9720904108483386,10190,-0.9987476474369632,9078,-0.997254459642774,9474,-0.99828941701258,9528,-0.9950799584891868,8501,-1.001369277552249,7875,-0.9785163695026654,7398,-0.9760485567687897,7513,-0.9727578351976985,-0.973349143628996,-0.9854190291426509,-0.9977719383276771,-0.9982246180207179,-0.9772824631357275
pENO2-OP_TATA_OP-UAS_CCC,111,55,227,249,60,98,23,15,225,101,48,82,pENO2,OP_TATA_OP,C,C,C,-0.8919712520475033,642,-1.0344421134848651,614,-1.0869127639876217,495,-1.1474517235555814,790,-1.050169274271167,390,-1.0064625984422375,547,-1.102073031022076,373,-0.9556577122006046,301,-1.121818979492916,445,-1.062128691321309,385,-1.2032638884834388,366,-1.052753465703908,446,-0.9632066827661843,-1.1171822437716017,-1.0283159363567023,-1.0288653716113403,-1.0919738354071127,-1.1280086770936735
pENO2-OP_TATA_OP-UAS_CDC,100,263,507,284,246,390,86,115,184,24,83,147,pENO2,OP_TATA_OP,C,D,C,-0.9895178902559275,639,-0.9603812006315713,555,-1.0774043684576045,723,-1.025523931573458,812,-1.1326522477684313,613,-1.1596073537824543,694,-1.0348492513623695,664,-1.0703020151281653,571,-1.1113760877641403,873,-1.0758114755531865,729,-1.1362866714918851,776,-1.1791364635914416,875,-0.9749495454437493,-1.0514641500155313,-1.1461298007754428,-1.0525756332452674,-1.0935937816586634,-1.1577115675416634
pENO2-OP_TATA_OP-UAS_CDF,90,239,253,204,470,236,67,35,261,22,453,299,pENO2,OP_TATA_OP,C,D,F,-1.0902249701942157,791,-1.0627781105645486,610,-1.0820124899438912,882,-1.03690923378477,1160,-0.9846683253753941,709,-1.094395535089353,441,-0.9897710295417751,653,-1.0071062755336209,652,-1.089310409946865,1102,-1.0314167767016662,1002,-1.0854317679700092,781,-1.05304439833814,930,-1.076501540379382,-1.0594608618643306,-1.0395319302323736,-0.998438652537698,-1.0603635933242654,-1.0692380831540746
