Combination,Q2_0A,Q2_1A,Q2_2A,Q2_3A,Q2_5A,Q2_8A,Q2_0B,Q2_1B,Q2_2B,Q2_3B,Q2_5B,Q2_8B,TR_Pro,Core_pro_design,1st_UAS,2nd_UAS,3rd_UAS,miu_Lib_0A,reads_sum_0A,miu_Lib_0B,reads_sum_0B,miu_Lib_1A,reads_sum_1A,miu_Lib_1B,reads_sum_1B,miu_Lib_2A,reads_sum_2A,miu_Lib_2B,reads_sum_2B,miu_Lib_3A,reads_sum_3A,miu_Lib_3B,reads_sum_3B,miu_Lib_5A,reads_sum_5A,miu_Lib_5B,reads_sum_5B,miu_Lib_8A,reads_sum_8A,miu_Lib_8B,reads_sum_8B,miu_Lib_0,miu_Lib_1,miu_Lib_2,miu_Lib_3,miu_Lib_5,miu_Lib_8
pGPD-OP_TATA_OP-UAS_AEF,21712,24273,40815,26299,21101,24896,17673,12635,34905,27533,26576,31187,pGPD,OP_TATA_OP,A,E,F,-1.476452862305636,137162,-1.4476585413065488,139554,-1.4494240490813,182854,-1.4520439894138015,177959,-1.450437396622307,122578,-1.4964160108108002,112945,-1.4838188882137047,119639,-1.476051027903822,123823,-1.4746977607677934,191974,-1.4732497998027665,164451,-1.5005605733508844,193654,-1.487243071882353,225993,-1.4620557018060925,-1.4507340192475509,-1.4734267037165536,-1.4799349580587633,-1.47397378028528,-1.4939018226166187
pGPD-OP_TATA_OP-UAS_AFC,68,50,111,72,29,55,63,12,38,21,26,39,pGPD,OP_TATA_OP,A,F,C,-1.2499197736441188,441,-1.211456200333592,364,-1.2597355529265222,317,-1.1817903345339826,390,-1.2582301877083628,354,-1.174509962373823,250,-1.066132501504185,216,-1.1367662899737316,196,-1.223764933152425,313,-1.194404855929572,352,-1.2729216959800123,282,-1.2756460237839713,330,-1.2306879869888554,-1.2207629437302523,-1.2163700750410928,-1.1014493957389582,-1.2090848945409984,-1.2742838598819919
pGPD-OP_TATA_OP-UAS_AFD,48,47,52,31,18,21,20,7,20,18,11,7,pGPD,OP_TATA_OP,A,F,D,-1.228187535592024,225,-1.1045691247318399,257,-1.1720138340330508,145,-1.0365764176291816,260,-1.1785468921995068,149,-1.0354196174841894,108,-1.0772843506907401,123,-1.1061508160756064,111,-1.333641985623558,128,-1.0985771145229295,195,-1.2579357762760082,170,-1.2046574417161167,139,-1.166378330161932,-1.1042951258311162,-1.1069832548418481,-1.0917175833831734,-1.2161095500732437,-1.2312966089960624
pGPD-OP_TATA_OP-UAS_BAC,38,49,51,45,52,15,22,3,32,11,197,9,pGPD,OP_TATA_OP,B,A,C,-0.973297735459552,386,-0.8062531474785768,422,-0.9380953755593988,223,-0.9230791248426572,408,-0.9768162794888131,244,-0.8494827156233857,218,-0.7746257901424067,254,-0.9678306858792325,224,-1.0797753515765693,286,-1.0561969698762907,276,-1.0716887254345802,278,-1.1376936712307306,324,-0.8897754414690644,-0.930587250201028,-0.9131494975560994,-0.8712282380108196,-1.06798616072643,-1.1046911983326555
pGPD-OP_TATA_OP-UAS_BBC,30,83,248,29,44,48,27,5,90,28,22,106,pGPD,OP_TATA_OP,B,B,C,-1.133877186192114,502,-1.0071730975034385,547,-0.996221374613034,377,-1.0479530777000696,586,-1.082362646020795,416,-0.8661443761823606,324,-0.9727703204487176,335,-1.2034846068410632,268,-1.0728034936951458,569,-1.033270623262803,461,-1.1585331488248338,429,-1.198556502163392,468,-1.0705251418477761,-1.0220872261565517,-0.9742535111015778,-1.0881274636448903,-1.0530370584789743,-1.1785448254941129
pGPD-OP_TATA_OP-UAS_BCC,13,36,58,98,306,12,53,95,152,13,12,22,pGPD,OP_TATA_OP,B,C,C,-1.0898566839461328,226,-0.957557558192613,179,-1.1533788455593708,111,-1.1160245828514084,221,-1.2508225755864861,126,-0.9915793155835407,160,-1.043198214723517,183,-1.0802759676901856,122,-1.0277462469145378,175,-1.2472928098400824,138,-1.3264903148770406,225,-1.2302520014777563,172,-1.023707121069373,-1.1347017142053897,-1.1212009455850134,-1.0617370912068513,-1.13751952837731,-1.2783711581773984
pGPD-OP_TATA_OP-UAS_BCD,121,214,567,565,68,32,364,438,223,21,420,178,pGPD,OP_TATA_OP,B,C,D,-1.4819868889651224,2176,-1.4778363867453683,2075,-1.4914356077838595,2314,-1.4991475594854506,3016,-1.3936707440414993,1736,-1.55045090412873,2167,-1.568643249044213,1699,-1.5148656955170603,2070,-1.5384178747032093,1914,-1.4894392655697568,2398,-1.584605390463142,2508,-1.4938756836256437,2423,-1.4799116378552455,-1.4952915836346552,-1.4720608240851147,-1.5417544722806367,-1.513928570136483,-1.539240537044393
pGPD-OP_TATA_OP-UAS_BDC,46,41,59,40,96,26,23,2,17,14,39,19,pGPD,OP_TATA_OP,B,D,C,-1.0327549910338996,402,-0.9306098347893101,329,-0.8015965857468177,306,-0.892860817223021,341,-1.061279543034633,229,-0.7688782718177305,232,-0.7998362001892503,242,-0.8338503047560906,235,-0.9785456280018229,294,-1.0080318355227345,334,-0.9875975437260682,265,-0.885492631875541,340,-0.9816824129116049,-0.8472287014849194,-0.9150789074261817,-0.8168432524726704,-0.9932887317622787,-0.9365450878008046
pGPD-OP_TATA_OP-UAS_BEC,32,30,22,21,16,16,12,7,39,6,9,12,pGPD,OP_TATA_OP,B,E,C,-0.9841477150064257,266,-0.9388526254404621,255,-0.982401975565768,200,-0.9329389386093335,228,-0.9454961197313041,189,-0.8548011011019568,135,-0.6600983462623734,150,-0.9398314234579687,125,-1.05700643303761,137,-1.024198843360943,196,-1.0968108527726932,168,-1.09077272086879,169,-0.9615001702234439,-0.9576704570875507,-0.9001486104166305,-0.799964884860171,-1.0406026381992766,-1.0937917868207416
pGPD-OP_TATA_OP-UAS_CAC,47,25,119,47,17,80,15,3,98,16,153,69,pGPD,OP_TATA_OP,C,A,C,-1.1502353108985397,362,-1.0294127431448066,372,-1.1312464552417094,271,-1.1280547807763603,259,-1.14374765813358,322,-1.0649140139253204,178,-1.118951396944626,267,-1.1305671309483292,191,-1.1401648500276251,458,-1.1477984336027047,333,-1.2115322405150108,408,-1.1379094764311768,426,-1.089824027021673,-1.1296506180090349,-1.1043308360294501,-1.1247592639464776,-1.143981641815165,-1.1747208584730937
pGPD-OP_TATA_OP-UAS_CBC,53,62,79,38,29,79,19,9,22,18,26,85,pGPD,OP_TATA_OP,C,B,C,-1.0916465445556076,442,-1.0357349176330435,470,-1.017774806850534,265,-1.0321337353748405,463,-0.9064778393165239,265,-0.940147090885354,226,-0.8132473629644902,285,-1.019866293565527,160,-1.1387257172421328,228,-1.0275256533147756,235,-1.0387604215369004,279,-1.1380970696297843,264,-1.0636907310943255,-1.024954271112687,-0.923312465100939,-0.9165568282650085,-1.0831256852784543,-1.0884287455833423
pGPD-OP_TATA_OP-UAS_CDC,21,31,63,128,12,36,6,98,15,8,32,162,pGPD,OP_TATA_OP,C,D,C,-0.9554664269504504,278,-0.9921081031198858,259,-0.9810755130122699,149,-0.9246843441209882,180,-1.0519923784945913,140,-1.1260952742651913,145,-0.955374231106965,130,-0.9768499396208427,128,-1.021063391132497,203,-0.8266861485302269,159,-1.120377109618694,232,-1.0245075478673256,184,-0.9737872650351681,-0.9528799285666291,-1.0890438263798914,-0.9661120853639038,-0.9238747698313619,-1.0724423287430098
pGPD-OP_TATA_OP-UAS_DAC,54,45,145,32,42,22,76,3,26,8,146,19,pGPD,OP_TATA_OP,D,A,C,-0.9199272542208434,394,-0.8378411610017722,401,-1.0153712361080345,310,-0.9579290313322493,407,-0.8895680362433559,251,-0.8464051877309714,255,-0.8345854767635117,276,-1.0296798038240014,222,-1.0623394543142313,312,-1.0118705115411089,289,-1.2178616287296675,266,-0.9896066900805245,292,-0.8788842076113078,-0.9866501337201419,-0.8679866119871636,-0.9321326402937565,-1.0371049829276702,-1.103734159405096
pGPD-OP_TATA_OP-UAS_DAD,6,5,16,16,3,4,7,4,13,5,5,4,pGPD,OP_TATA_OP,D,A,D,-0.7993672100062359,1016,-0.8043888848898263,1001,-0.7886761675778322,684,-0.7918656665691026,1055,-0.7963742374663102,508,-0.7636904688354961,436,-0.7595865058812492,368,-0.7868983808569241,171,-0.8470036624264679,274,-0.8051389959500961,310,-0.822600825106972,341,-0.8126529147099752,374,-0.8018780474480312,-0.7902709170734674,-0.7800323531509031,-0.7732424433690867,-0.826071329188282,-0.8176268699084737
pGPD-OP_TATA_OP-UAS_DBC,22,18,163,67,9,16,73,14,87,56,12,38,pGPD,OP_TATA_OP,D,B,C,-1.0048816785522119,365,-0.9902328874899617,370,-1.0791802418789418,226,-1.0371427308076449,490,-1.019544317161554,258,-0.8662383372647269,225,-0.9438891687339237,208,-1.0653436984866282,154,-1.1676323854338935,264,-1.1286247285868776,234,-1.2378154146854499,293,-1.2605072744308785,265,-0.9975572830210868,-1.0581614863432933,-0.9428913272131404,-1.004616433610276,-1.1481285570103856,-1.2491613445581642
pGPD-OP_TATA_OP-UAS_EAC,57,28,106,56,26,167,11,5,84,141,78,23,pGPD,OP_TATA_OP,E,A,C,-1.1051724504778278,478,-1.112016351055344,488,-1.016103269604222,300,-1.0317747828141015,395,-1.0733209500558423,351,-0.9766273301127681,273,-1.0230609108821398,249,-1.2017076471774186,183,-1.163637076948356,293,-1.154446242966147,317,-1.1728391832015181,367,-1.1443225979264506,444,-1.1085944007665858,-1.0239390262091619,-1.0249741400843053,-1.1123842790297793,-1.1590416599572515,-1.1585808905639845
pGPD-OP_TATA_OP-UAS_EAF,14,38,49,75,12,30,9,3,17,322,16,15,pGPD,OP_TATA_OP,E,A,F,-1.0791745115086064,407,-0.9208856982438796,334,-0.8273223819674005,268,-1.0240456816369137,404,-0.971679251782667,240,-0.8725288313779693,208,-1.0577475315907936,196,-0.9311072226115186,104,-1.0487374520488917,206,-1.1213484323973886,221,-1.1044805160181057,220,-0.9847791903332901,255,-1.000030104876243,-0.9256840318021571,-0.9221040415803181,-0.994427377101156,-1.08504294222314,-1.044629853175698
pGPD-OP_TATA_OP-UAS_EBA,4,11,12,1,2,5,4,0,11,6,32,5,pGPD,OP_TATA_OP,E,B,A,-0.8424972194243256,538,-0.7945092642068803,689,-0.8697474971987922,417,-0.8861923062407567,616,-0.9016626145830653,386,-0.8927693217051391,325,-0.7658035170998926,222,-0.856126819810165,251,-0.7939394637830186,179,-0.9238255507758857,244,-0.9586247931157442,255,-0.812491747400203,454,-0.818503241815603,-0.8779699017197744,-0.8972159681441022,-0.8109651684550288,-0.8588825072794521,-0.8855582702579736
pGPD-OP_TATA_OP-UAS_EBC,74,73,137,90,33,58,109,8,108,62,29,162,pGPD,OP_TATA_OP,E,B,C,-1.0461911338698586,877,-0.963131131176443,984,-1.061377874470825,473,-0.999494112059395,791,-1.067465455828585,581,-0.9840670022993169,408,-0.94937663353192,424,-1.0040045038526144,287,-1.1609907974594624,419,-1.0493483266443537,479,-1.1025857408317021,522,-1.0933225689727348,532,-1.0046611325231507,-1.03043599326511,-1.0257662290639509,-0.9766905686922672,-1.1051695620519082,-1.0979541549022185
pGPD-OP_TATA_OP-UAS_EBF,35,30,72,26,15,18,23,0,23,11,9,9,pGPD,OP_TATA_OP,E,B,F,-1.1779279786834036,399,-1.1034149523060826,388,-1.1593490615740294,179,-0.9755231084027829,345,-1.0828471479927724,226,-0.9346291527892954,194,-1.019660075913445,136,-1.1843935851306684,138,-1.124766039772387,182,-1.1280727275054903,256,-1.0918252762207685,245,-1.0795200233338569,285,-1.140671465494743,-1.0674360849884061,-1.008738150391034,-1.1020268305220569,-1.1264193836389387,-1.0856726497773126
pGPD-OP_TATA_OP-UAS_ECC,13,11,28,16,20,211,8,2,14,5,11,13,pGPD,OP_TATA_OP,E,C,C,-1.0825642755369742,302,-1.0151849319350403,315,-0.976776902630723,168,-1.0045326316259564,313,-1.0272169276121192,179,-0.9727568331075167,173,-1.0962813881770122,137,-0.9622579401197552,106,-0.9469456727706742,133,-1.0735135633566448,180,-1.0498655960761643,196,-0.9177419060351899,188,-1.0488746037360073,-0.9906547671283397,-0.999986880359818,-1.0292696641483836,-1.0102296180636596,-0.9838037510556771
pGPD-OP_TATA_OP-UAS_EDC,13,29,78,52,10,29,30,1,20,12,27,13,pGPD,OP_TATA_OP,E,D,C,-1.0235005506302557,642,-0.9658110804790571,624,-0.9816999922227687,332,-0.9670169138205267,514,-1.0812782852397005,363,-0.8855904798729175,308,-0.9195502091789319,246,-0.9772832449351457,205,-1.0538612124610847,316,-0.967970313334732,374,-1.001874070816534,362,-0.9747214474439355,398,-0.9946558155546563,-0.9743584530216477,-0.983434382556309,-0.9484167270570388,-1.0109157628979084,-0.9882977591302347
pGPD-OP_TATA_OP-UAS_EDD,109,157,321,169,89,79,68,22,63,67,92,23,pGPD,OP_TATA_OP,E,D,D,-1.2836346177976359,1108,-1.206645209877234,869,-1.2429724561558957,623,-1.2063988560102143,766,-1.2522334293746349,703,-1.0842634680781327,498,-1.1880401226796944,388,-1.215158571314698,478,-1.2845570866416378,704,-1.2657003641173348,682,-1.376395484710603,817,-1.2769140779579788,843,-1.245139913837435,-1.224685656083055,-1.1682484487263838,-1.2015993469971962,-1.2751287253794863,-1.326654781334291
pGPD-OP_TATA_OP-UAS_EDF,33,38,54,22,21,16,28,3,71,7,57,117,pGPD,OP_TATA_OP,E,D,F,-1.059422628524756,718,-1.0152671302493785,588,-0.971227860205305,441,-0.9711698698081814,556,-1.0130912770958433,447,-0.9853575782479977,337,-0.9062815476855435,286,-1.0470109636608123,252,-1.0064310106851129,441,-1.001953327831329,484,-1.059993294846884,402,-1.0239616470746409,479,-1.0373448793870672,-0.9711988650067432,-0.9992244276719205,-0.9766462556731779,-1.004192169258221,-1.0419774709607625
pGPD-OP_TATA_OP-UAS_EEC,21,36,62,27,7,26,30,0,24,11,35,25,pGPD,OP_TATA_OP,E,E,C,-1.0256345611607975,961,-0.9857823733336404,1034,-1.0433200947030776,731,-0.9403374503829478,947,-1.0545218722125096,718,-0.9404917243357624,573,-0.9452917508179719,437,-1.0729871696886213,396,-1.014000135952314,515,-1.0403636634301856,574,-1.1160216799208336,612,-1.0395734191059018,616,-1.005708467247219,-0.9918287725430127,-0.997506798274136,-1.0091394602532966,-1.0271818996912498,-1.0777975495133676
pGPD-OP_TATA_OP-UAS_EED,8,19,28,17,9,10,12,3,9,9,5,6,pGPD,OP_TATA_OP,E,E,D,-1.1186613982674998,400,-0.9800085956020574,412,-1.0495653192821115,273,-0.9916756820321513,364,-1.0773962292654782,262,-1.0463852439858257,262,-0.9950788600946907,180,-1.170560417507861,150,-1.1076694979340926,211,-1.0820901057493357,295,-1.1513177599560935,307,-1.1246159671139828,265,-1.0493349969347787,-1.0206205006571314,-1.061890736625652,-1.0828196388012759,-1.094879801841714,-1.1379668635350382
pGPD-OP_TATA_OP-UAS_EEF,2811,3538,4186,3751,3401,3389,2054,2494,5659,4273,3801,5730,pGPD,OP_TATA_OP,E,E,F,-1.0075236109411,73404,-0.9904874200169681,77576,-1.0173161356688696,100238,-0.9925475463224884,99440,-1.0419715362975595,72208,-1.0649358420940127,68006,-1.054871555879543,75571,-1.0786076647021825,58472,-1.05796069516195,83681,-1.0800925230907803,73989,-1.109876282258124,74947,-1.142164026558444,70719,-0.999005515479034,-1.004931840995679,-1.053453689195786,-1.0667396102908628,-1.0690266091263652,-1.126020154408284
pGPD-OP_TATA_OP-UAS_EFC,14,20,29,12,13,16,17,2,16,6,7,5,pGPD,OP_TATA_OP,E,F,C,-1.1137219858952856,351,-1.0311026466025026,390,-1.0655875350168231,193,-0.8843056610205671,308,-1.0228618150181776,186,-1.0002315844741383,150,-0.995541018878327,139,-1.126734674128715,138,-1.071479557875142,137,-1.105230282913637,195,-1.1123827726710345,217,-1.0767203371843537,204,-1.072412316248894,-0.9749465980186951,-1.011546699746158,-1.061137846503521,-1.0883549203943894,-1.094551554927694
pGPD-OP_TATA_OP-UAS_EFD,94,199,231,23,71,217,195,4,11,50,348,134,pGPD,OP_TATA_OP,E,F,D,-1.132897910004833,306,-1.0048263458613298,333,-1.1018553104944455,718,-1.0536808408451541,645,-1.0800893755380954,349,-1.3170251275844145,303,-1.0826217001610607,171,-1.2672999634116149,230,-1.1441246587873568,543,-1.191258654798634,399,-1.1745629343147703,459,-1.162415343608137,340,-1.0688621279330814,-1.0777680756697998,-1.198557251561255,-1.1749608317863378,-1.1676916567929954,-1.1684891389614536
pGPD-OP_TATA_OP-UAS_FAC,30,26,94,25,11,14,44,4,17,22,184,35,pGPD,OP_TATA_OP,F,A,C,-1.0946201072626522,275,-1.028499597289949,273,-0.953435985177316,189,-1.0049777572649428,222,-1.035347353229622,195,-1.135341624164904,186,-0.8932551105267841,183,-1.0626213851838582,186,-1.031509891738779,252,-1.0733151617029943,201,-1.137109065875773,236,-0.9960793100247534,231,-1.0615598522763006,-0.9792068712211294,-1.085344488697263,-0.9779382478553211,-1.0524125267208868,-1.0665941879502632
pGPD-OP_TATA_OP-UAS_FAF,400,534,519,304,188,220,288,85,455,271,251,196,pGPD,OP_TATA_OP,F,A,F,-1.51910585112088,3257,-1.4853286212797858,3930,-1.5214545771695729,4805,-1.540717119338508,5367,-1.5341752880234047,3942,-1.551320177176252,3877,-1.561331760525222,3663,-1.5755945531478108,4214,-1.557450165216023,4428,-1.5483734328352527,4301,-1.559479729721829,5086,-1.5486223472788965,3966,-1.502217236200333,-1.5310858482540404,-1.5427477325998282,-1.5684631568365164,-1.552911799025638,-1.5540510385003627
pGPD-OP_TATA_OP-UAS_FBC,99,107,133,94,50,137,37,17,40,29,31,57,pGPD,OP_TATA_OP,F,B,C,-0.9157349035956541,510,-0.9340674956298363,493,-0.9255955418815873,332,-0.8812151652631264,413,-0.9393026948348886,290,-0.7431972874567695,240,-0.70113420568988,333,-1.021752021641047,261,-0.9672515182425381,314,-0.9492773372101055,300,-0.9343447674091243,267,-0.9724234611111906,326,-0.9249011996127452,-0.9034053535723569,-0.8412499911458291,-0.8614431136654634,-0.9582644277263218,-0.9533841142601575
pGPD-OP_TATA_OP-UAS_FBD,23,41,59,35,14,47,14,2,20,19,19,0,pGPD,OP_TATA_OP,F,B,D,-0.9285419554256868,234,-0.9671694098616352,185,-1.0892580438238546,149,-0.9606729466404276,203,-0.998492771556461,132,-0.9319303638652736,106,-0.9849941377569436,140,-1.128372911625277,138,-1.1450080868242356,132,-1.040623449692537,131,-1.0832113845173588,125,-1.073798638221684,132,-0.947855682643661,-1.024965495232141,-0.9652115677108672,-1.0566835246911102,-1.0928157682583863,-1.0785050113695214
pGPD-OP_TATA_OP-UAS_FEC,36,34,129,103,166,162,39,2,21,174,158,72,pGPD,OP_TATA_OP,F,E,C,-1.1277097218011587,236,-1.076555260896427,274,-1.1095829086580937,439,-1.0540198671337562,566,-1.145839729604014,265,-1.1299975611182305,262,-1.0843470914057742,258,-1.3095240705098457,178,-1.1065808515523248,316,-1.0493121372516956,339,-1.214193687963292,277,-1.1572678983378168,396,-1.1021324913487929,-1.081801387895925,-1.1379186453611223,-1.19693558095781,-1.0779464944020103,-1.1857307931505545
pGPD-OP_TATA-UAS_AAC,36,29,55,9,20,17,19,2,17,119,18,7,pGPD,OP_TATA,A,A,C,-0.5191424450039984,1209,-0.3693124036135368,1291,-0.347977449469009,855,-0.4153467313653015,1383,-0.23861455332227496,931,-0.2706654764930259,724,-0.16196149432201745,1018,-0.1507536377565266,741,-0.27150492248635,849,-0.254003496237866,1021,-0.2919720678368283,929,-0.291544723140537,911,-0.4442274243087676,-0.38166209041715526,-0.2546400149076504,-0.15635756603927203,-0.262754209362108,-0.29175839548868265
pGPD-OP_TATA-UAS_AAF,14,4,13,8,3,2,3,3,2,3,2,3,pGPD,OP_TATA,A,A,F,-0.4121678214287999,234,-0.4775449894333741,269,-0.28916973434005105,160,-0.21372610625332605,248,-0.33118347983269186,165,-0.18666111331678814,163,-0.07953406326507424,160,-0.1583161080448176,106,-0.24939090269094535,131,-0.07872280421972425,167,-0.3549234809691505,146,-0.2900263359069819,161,-0.44485640543108695,-0.25144792029668855,-0.25892229657474,-0.11892508565494592,-0.1640568534553348,-0.3224749084380662
pGPD-OP_TATA-UAS_ABC,62,83,135,67,117,63,37,5,25,14,52,18,pGPD,OP_TATA,A,B,C,-0.4968750929332031,401,-0.22709513641238366,474,-0.11749007910915661,371,-0.2150441445810774,491,-0.16134022866760045,402,-0.16144614685656558,357,-0.10833710269608698,470,-0.10819021043489946,355,-0.059513738534444506,431,-0.18480538788332224,479,-0.22736705823896547,355,-0.11179538890877723,485,-0.3619851146727934,-0.166267111845117,-0.161393187762083,-0.10826365656549322,-0.12215956320888337,-0.16958122357387134
pGPD-OP_TATA-UAS_ACC,76,47,84,53,55,35,29,6,35,17,50,29,pGPD,OP_TATA,A,C,C,-0.5110121052644335,402,-0.25868835157645215,434,-0.03341555200586272,266,-0.23140700797178415,367,-0.20339364783061994,314,-0.1218240272470339,314,-0.07047779412899988,334,-0.19628004278213246,278,-0.042546392518135356,287,-0.07071652425614874,379,-0.14796859064232828,288,-0.23230676285302007,371,-0.3848502284204428,-0.13241127998882343,-0.16260883753882693,-0.13337891845556615,-0.05663145838714205,-0.19013767674767418
pGPD-OP_TATA-UAS_ADC,69,65,128,66,91,79,16,11,25,27,30,27,pGPD,OP_TATA,A,D,C,-0.24165515386263398,612,-0.26138144750298997,643,-0.04567783251284789,545,-0.15499118036672652,774,-0.1077054634758442,591,-0.02804900271652875,636,-0.008509673580520963,737,-0.04260644355625606,467,0.04535563411681362,617,0.05985575529812581,581,-0.03461055468975821,474,-0.019135062978986952,585,-0.251518300682812,-0.1003345064397872,-0.06787723309618647,-0.02555805856838851,0.052605694707469716,-0.026872808834372583
pGPD-OP_TATA-UAS_ADF,17,48,49,18,13,23,13,5,28,7,8,29,pGPD,OP_TATA,A,D,F,-0.6980276846276475,211,-0.6301310675254301,244,-0.33406575211155715,168,-0.618292643900391,247,-0.7673260602733722,195,-0.42212683701455966,119,-0.23093124369715032,104,-0.6667044485064855,122,-0.5945583482172446,154,-0.6798482717103291,217,-0.6772194071371642,179,-0.7411890035059904,173,-0.6640793760765389,-0.4761791980059741,-0.594726448643966,-0.4488178461018179,-0.6372033099637868,-0.7092042053215772
pGPD-OP_TATA-UAS_AEC,24,34,75,24,25,105,15,6,69,3,16,11,pGPD,OP_TATA,A,E,C,-0.5931558179629652,154,-0.3169413434255063,211,-0.5206817950062826,205,-0.08004477574143723,212,-0.3040871805086484,176,-0.18014166008210147,161,-0.14988939311134575,211,-0.2236933207145676,185,-0.2278526781746109,195,-0.43771414022503563,201,0.017340179225018584,158,-0.23430893111472048,226,-0.45504858069423576,-0.3003632853738599,-0.24211442029537494,-0.18679135691295667,-0.3327834091998233,-0.10848437594485094
